ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
44,RHODE ISLAND,RI,44003,Kent,44003021501,"Census Tract 215.01, Kent County, Rhode Island",0.763127128082,3109,260,1430,64,1317,102,274,136,102,51,33390,4076,164,79,558,117,496,113,442,119,137,69,177,357,28,65,22,27,0,13,23,26,32,29,28,14,8.9,4.4,5.7,2.9,33390.0,4076.0,7.1,3.4,17.9,4.0,16.0,3.4,14.3,3.8,10.4,5.2,5.7,11.5,0.9,2.2,1.5,1.9,0.0,2.6,1.7,2.0,2.4,2.2,0.9,0.4,0.4435,0.5063,0.5188,0.3431,1.8117,0.477,0.6109,0.2259,0.5941,0.6778,2.1087,0.5523,0.1046,0.3222,0.4268,0.2008,0.1925,0.0,0.6318,0.1674,0.5983,1.59,0.2636,5.9372,0.3724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,1.0,0.7,897
44,RHODE ISLAND,RI,44009,Washington,44009051305,"Census Tract 513.05, Washington County, Rhode Island",9.177009016108,3727,281,1750,70,1661,86,303,141,52,58,45288,5416,209,98,1033,106,580,120,642,136,82,46,255,382,0,52,371,81,0,13,0,18,232,80,136,41,8.3,3.7,2.9,3.2,45288.0,5416.0,7.6,3.5,27.7,3.5,15.6,3.0,17.4,3.6,4.9,2.8,6.8,10.3,0.0,1.4,21.2,4.6,0.0,2.1,0.0,1.1,14.0,4.6,3.6,1.1,0.41,0.1297,0.1757,0.3808,1.0962,0.2092,0.9456,0.2092,0.8201,0.3054,2.2803,0.6946,0.159,0.0,0.159,0.0753,0.8285,0.0,0.0,0.7573,0.8368,2.4226,0.6192,5.9581,0.3766,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,124,69,3.4,1.8,3433
44,RHODE ISLAND,RI,44009,Washington,44009051400,"Census Tract 514, Washington County, Rhode Island",1.868852985518,5528,347,225,57,186,46,224,148,357,101,5219,628,13,14,75,29,100,52,442,92,0,25,1417,485,26,73,16,26,0,18,0,25,11,13,5085,311,46.1,18.2,14.5,3.9,5219.0,628.0,5.7,6.1,1.4,0.5,1.8,0.9,8.0,1.7,0.0,13.7,25.6,8.6,0.5,1.3,7.1,11.5,0.0,15.3,0.0,13.7,5.9,8.0,92.0,8.1,0.9958,0.9498,1.0,0.2301,3.1757,0.8494,0.0042,0.0,0.0628,0.0,0.067,0.0084,0.6276,0.2385,0.8661,0.4519,0.4519,0.0,0.0,0.4226,1.0,1.8745,0.3849,5.9833,0.3808,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,153,100,2.8,1.7,17892
44,RHODE ISLAND,RI,44003,Kent,44003021800,"Census Tract 218, Kent County, Rhode Island",1.319776559114,4014,209,1770,69,1714,79,155,78,94,51,34798,2828,251,70,676,81,669,96,654,167,131,72,437,324,50,74,446,140,0,13,10,19,103,49,5,10,3.9,2.0,4.2,2.3,34798.0,2828.0,8.3,2.3,16.8,1.7,16.7,2.2,16.3,4.2,7.6,4.2,10.9,8.1,1.3,2.0,25.2,7.9,0.0,2.1,0.6,1.1,6.0,2.8,0.1,0.2,0.1381,0.3138,0.477,0.4226,1.3515,0.3013,0.523,0.2636,0.7531,0.5146,2.0543,0.5105,0.3766,0.4184,0.795,0.4268,0.8954,0.0,0.3515,0.4393,0.1715,1.8577,0.3766,6.0585,0.3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,88,4.1,2.2,3926
44,RHODE ISLAND,RI,44007,Providence,44007002400,"Census Tract 24, Providence County, Rhode Island",1.195036269362,7260,651,2180,76,2087,125,558,378,111,71,29803,6955,317,182,863,165,1044,370,994,277,181,132,2484,777,139,113,37,37,0,18,0,25,127,94,1976,205,10.4,6.8,3.1,2.0,29803.0,6955.0,8.2,4.5,11.9,2.6,14.4,4.9,13.8,3.6,8.7,6.3,34.2,10.3,2.0,1.6,1.7,1.7,0.0,1.7,0.0,1.2,6.1,4.5,27.2,1.4,0.5397,0.1674,0.636,0.4017,1.7448,0.4477,0.2218,0.1632,0.523,0.5983,1.5063,0.1674,0.7113,0.5481,1.2594,0.6527,0.2259,0.0,0.0,0.4435,0.9665,1.6359,0.2762,6.1464,0.3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,245,179,3.4,2.5,11344
44,RHODE ISLAND,RI,44007,Providence,44007003300,"Census Tract 33, Providence County, Rhode Island",0.739364866594,4588,358,2053,83,1927,104,408,145,111,58,44864,5733,295,151,792,155,779,177,472,160,151,84,1410,482,116,122,122,58,0,13,2,14,73,50,209,89,9.3,3.1,4.3,2.2,44864.0,5733.0,8.3,4.1,17.3,3.3,17.0,3.6,10.8,3.7,7.8,4.3,30.7,10.2,2.7,2.9,5.9,2.8,0.0,1.8,0.1,0.7,3.8,2.6,4.6,1.9,0.4686,0.3264,0.1841,0.4226,1.4017,0.3305,0.5523,0.2845,0.2259,0.5314,1.5941,0.2008,0.6862,0.6025,1.2887,0.6695,0.3975,0.0,0.3096,0.3013,0.8661,1.8745,0.3849,6.159,0.3933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,126,3.0,2.9,6777
44,RHODE ISLAND,RI,44003,Kent,44003022100,"Census Tract 221, Kent County, Rhode Island",3.037148988666,5490,339,2473,54,2254,135,338,188,81,61,37776,4418,428,179,1402,139,1118,146,786,211,115,81,607,536,54,82,151,97,0,18,0,25,83,57,194,83,6.6,3.7,3.0,2.3,37776.0,4418.0,10.6,4.4,25.5,2.2,20.4,2.3,14.8,3.8,5.1,3.6,11.1,9.8,1.1,1.6,6.1,4.0,0.0,1.5,0.0,1.1,3.7,2.5,3.5,1.5,0.3347,0.1548,0.3849,0.5439,1.4183,0.3515,0.8787,0.6151,0.6276,0.3264,2.4478,0.795,0.3849,0.3849,0.7698,0.3975,0.4184,0.0,0.0,0.2887,0.8243,1.5314,0.2301,6.1673,0.3975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,56,1.0,1.1,14309
44,RHODE ISLAND,RI,44007,Providence,44007002300,"Census Tract 23, Providence County, Rhode Island",0.456474494928,4696,551,2266,66,1974,166,738,391,45,54,32674,5903,297,141,885,242,577,220,540,176,91,63,1154,768,62,70,147,113,0,13,0,18,252,148,186,120,16.4,8.3,1.8,2.2,32674.0,5903.0,8.7,4.3,18.8,5.2,12.3,4.5,12.0,3.8,4.6,3.2,24.6,16.1,1.4,1.6,6.5,5.0,0.0,1.6,0.0,0.9,12.8,7.4,4.0,2.5,0.6946,0.0377,0.5607,0.4561,1.7491,0.4561,0.6527,0.0837,0.3849,0.251,1.3723,0.1088,0.6151,0.4435,1.0586,0.5481,0.4351,0.0,0.0,0.728,0.8494,2.0125,0.4435,6.1925,0.4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,72,1.9,1.6,3937
44,RHODE ISLAND,RI,44009,Washington,44009050902,"Census Tract 509.02, Washington County, Rhode Island",11.408810622992,5159,346,2496,143,2080,171,566,319,201,116,41268,5968,381,146,1067,135,1070,130,565,190,174,113,234,519,16,74,0,25,0,18,75,95,62,45,73,30,11.2,6.6,7.3,4.0,41268.0,5968.0,10.0,3.7,20.7,2.7,20.7,2.1,11.1,3.8,8.4,5.4,4.5,10.1,0.3,1.5,0.0,1.0,0.0,1.5,3.6,4.6,3.0,2.1,1.4,0.6,0.5649,0.6778,0.2678,0.5397,2.0502,0.5397,0.7322,0.6444,0.2636,0.569,2.2092,0.636,0.0544,0.1925,0.2469,0.1088,0.0,0.0,0.8117,0.2469,0.6527,1.7113,0.3138,6.2176,0.4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,110,2.3,2.1,3933
44,RHODE ISLAND,RI,44005,Newport,44005041100,"Census Tract 411, Newport County, Rhode Island",0.324346143406,1417,184,1091,46,778,82,283,140,69,75,54513,11825,6,8,370,58,173,69,204,85,74,45,242,234,6,51,220,68,0,13,0,18,105,57,0,13,20.0,9.0,9.1,9.3,54513.0,11825.0,0.5,0.7,26.1,4.7,12.2,4.6,15.0,6.2,9.5,5.8,17.1,16.4,0.5,3.9,20.2,6.3,0.0,3.4,0.0,2.4,13.5,7.1,0.0,0.9,0.749,0.8075,0.0628,0.0042,1.6235,0.41,0.9038,0.0753,0.6569,0.6485,2.2845,0.7071,0.5439,0.2385,0.7824,0.4059,0.8117,0.0,0.0,0.7364,0.0,1.5481,0.2385,6.2385,0.41,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,68,42,5.0,3.1,1676
44,RHODE ISLAND,RI,44007,Providence,44007013702,"Census Tract 137.02, Providence County, Rhode Island",0.310510178236,3020,483,1200,48,1063,100,367,279,64,50,28762,4606,267,113,315,129,631,229,325,134,185,99,962,649,186,126,11,21,0,13,0,18,13,16,12,10,12.2,8.2,3.9,3.2,28762.0,4606.0,13.1,5.4,10.4,4.6,20.9,6.8,10.8,4.5,17.4,9.2,31.9,20.9,6.8,4.5,0.9,1.8,0.0,3.1,0.0,1.7,1.2,1.5,0.4,0.3,0.5941,0.2803,0.682,0.6234,2.1798,0.5858,0.1715,0.6695,0.2259,0.841,1.9079,0.4017,0.6946,0.8075,1.5021,0.7741,0.1757,0.0,0.0,0.0669,0.4351,0.6777,0.0335,6.2675,0.4142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,161,7.0,5.2,2054
44,RHODE ISLAND,RI,44003,Kent,44003021300,"Census Tract 213, Kent County, Rhode Island",1.611117931356,4741,251,2192,52,2010,130,170,112,184,82,38441,3148,193,95,1140,162,639,91,848,250,145,78,464,433,23,59,0,18,34,38,15,28,110,77,17,20,3.6,2.3,7.1,3.2,38441.0,3148.0,5.1,2.5,24.0,3.3,13.5,1.8,17.9,5.2,7.2,3.9,9.8,9.1,0.5,1.3,0.0,0.8,1.6,1.7,0.7,1.4,5.5,3.8,0.4,0.4,0.1088,0.6527,0.364,0.1632,1.2887,0.2678,0.8619,0.1423,0.8452,0.4895,2.3389,0.749,0.2971,0.2385,0.5356,0.2678,0.0,0.8745,0.3975,0.4142,0.4351,2.1213,0.4854,6.2845,0.4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,70,1.8,1.5,2431
44,RHODE ISLAND,RI,44007,Providence,44007013900,"Census Tract 139, Providence County, Rhode Island",0.942261853696,2791,261,1517,45,1434,72,155,100,20,24,38567,3475,223,133,918,114,341,100,384,108,17,19,419,375,57,75,332,76,0,13,22,23,145,73,11,9,5.6,3.8,1.4,1.7,38567.0,3475.0,9.7,5.8,32.9,5.0,12.2,3.4,13.8,4.0,1.2,1.4,15.0,13.4,2.1,2.8,21.9,5.0,0.0,2.4,1.5,1.6,10.1,5.0,0.4,0.3,0.2469,0.0293,0.3556,0.5314,1.1632,0.2343,0.9916,0.0753,0.523,0.0251,1.615,0.2134,0.4979,0.5732,1.0711,0.5565,0.841,0.0,0.5858,0.6192,0.4351,2.4811,0.6402,6.3304,0.4226,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35,40,1.3,1.4,4903
44,RHODE ISLAND,RI,44003,Kent,44003020703,"Census Tract 207.03, Kent County, Rhode Island",9.035932364634,6600,411,2834,63,2601,147,119,91,261,173,41462,3522,445,237,1162,196,1169,166,963,292,78,89,293,577,35,79,155,76,180,84,44,56,63,57,187,126,1.9,1.4,7.2,4.6,41462.0,3522.0,8.9,4.7,17.6,2.7,17.7,2.3,15.0,4.3,3.0,3.4,4.4,8.7,0.5,1.2,5.5,2.7,6.4,3.0,1.7,2.2,2.4,2.2,2.8,1.9,0.0209,0.6653,0.2594,0.477,1.4226,0.3556,0.5858,0.3389,0.6569,0.1381,1.7197,0.3096,0.046,0.2385,0.2845,0.1381,0.3766,0.954,0.6318,0.1674,0.7782,2.908,0.8285,6.3348,0.4268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,150,100,2.3,1.5,5610
44,RHODE ISLAND,RI,44003,Kent,44003021401,"Census Tract 214.01, Kent County, Rhode Island",0.94282054329,3958,278,1565,45,1415,83,149,98,163,75,31349,3440,150,69,631,72,792,135,455,132,128,64,477,444,87,81,75,39,0,13,43,48,30,27,26,34,3.8,2.5,7.0,3.0,31349.0,3440.0,5.2,2.4,15.9,1.8,20.0,3.1,11.5,3.3,9.0,4.5,12.1,11.2,2.3,2.1,4.8,2.5,0.0,2.4,3.0,3.4,2.1,1.9,0.7,0.9,0.1213,0.6402,0.5941,0.1757,1.5313,0.3891,0.4435,0.5732,0.3138,0.6151,1.9456,0.4184,0.4226,0.5816,1.0042,0.523,0.3515,0.0,0.795,0.159,0.5523,1.8578,0.3808,6.3389,0.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,161,8.0,3.8,3735
44,RHODE ISLAND,RI,44007,Providence,44007010600,"Census Tract 106, Providence County, Rhode Island",0.943721319256,6208,408,2916,130,2840,150,690,203,157,107,32723,3307,667,189,1097,142,812,184,1233,260,146,125,414,607,75,96,548,129,0,18,0,25,325,122,13,12,11.2,3.3,4.6,3.0,32723.0,3307.0,13.3,3.6,17.7,2.6,13.1,2.8,19.9,4.2,5.1,4.4,6.7,9.8,1.3,1.6,18.8,4.4,0.0,1.3,0.0,0.9,11.4,4.3,0.2,0.2,0.5649,0.3515,0.5565,0.6318,2.1047,0.5649,0.59,0.1255,0.9079,0.3264,1.9498,0.4268,0.1548,0.4184,0.5732,0.2845,0.7741,0.0,0.0,0.6862,0.251,1.7113,0.3138,6.339,0.4351,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,299,213,4.8,3.4,3066
44,RHODE ISLAND,RI,44003,Kent,44003021001,"Census Tract 210.01, Kent County, Rhode Island",0.585532563346,2594,243,1055,53,993,67,80,34,88,41,32286,3170,325,136,431,71,515,119,433,100,51,35,382,353,75,84,10,15,0,13,29,32,25,18,0,13,3.1,1.4,6.1,2.7,32286.0,3170.0,16.4,6.4,16.6,2.8,19.9,4.2,16.7,3.9,5.1,3.5,14.7,13.6,3.1,3.4,0.9,1.5,0.0,3.5,2.9,3.3,2.5,1.8,0.0,0.5,0.0711,0.5439,0.569,0.749,1.933,0.5063,0.5146,0.5565,0.7824,0.3264,2.1799,0.6192,0.4812,0.6402,1.1214,0.59,0.1757,0.0,0.7908,0.1757,0.0,1.1422,0.1213,6.3765,0.4393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,176,6.4,6.4,1283
44,RHODE ISLAND,RI,44005,Newport,44005040800,"Census Tract 408, Newport County, Rhode Island",0.649024334532,2497,285,1612,78,1205,122,317,137,73,46,56487,13726,122,67,661,108,313,85,319,96,70,51,338,413,0,52,145,65,0,13,9,19,180,66,202,120,13.8,5.6,5.5,3.5,56487.0,13726.0,6.5,3.3,26.5,4.4,12.5,3.1,13.4,4.2,5.8,4.2,13.5,16.5,0.0,2.2,9.0,4.0,0.0,2.3,0.7,1.6,14.9,5.1,8.1,4.7,0.6318,0.4728,0.0544,0.3013,1.4603,0.3766,0.9121,0.0962,0.4937,0.3933,1.8953,0.3891,0.4351,0.0,0.4351,0.2092,0.5146,0.0,0.3975,0.7866,0.9331,2.6318,0.7113,6.4225,0.4435,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,115,80,4.8,3.3,2697
44,RHODE ISLAND,RI,44009,Washington,44009041500,"Census Tract 415, Washington County, Rhode Island",9.081642980414,827,150,1856,43,429,73,73,33,21,24,39287,7937,19,22,221,84,143,87,96,64,36,26,49,206,0,52,90,38,37,20,10,19,11,13,39,19,8.8,4.0,4.6,5.0,39287.0,7937.0,2.8,3.2,26.7,9.5,17.3,10.0,11.6,7.2,8.4,6.1,5.9,25.0,0.0,6.3,4.8,2.1,2.0,1.1,2.3,4.4,2.6,3.1,4.7,2.1,0.4351,0.3515,0.3264,0.0586,1.1716,0.2427,0.9205,0.3013,0.3264,0.569,2.1172,0.5607,0.1172,0.0,0.1172,0.0544,0.3515,0.8996,0.7364,0.1841,0.8703,3.0419,0.8828,6.4479,0.4477,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,72,39,8.7,5.4,747
44,RHODE ISLAND,RI,44003,Kent,44003021200,"Census Tract 212, Kent County, Rhode Island",0.879619120808,3404,214,1631,57,1504,93,223,90,103,75,39227,10568,313,97,556,93,590,79,647,197,98,58,531,396,0,52,265,95,0,13,25,30,107,63,10,16,6.6,2.6,4.8,3.5,39227.0,10568.0,12.6,4.0,16.3,2.8,17.3,2.1,19.0,5.6,6.5,3.9,15.6,11.6,0.0,1.6,16.2,5.8,0.0,2.3,1.7,2.1,7.1,4.1,0.3,0.5,0.3347,0.3724,0.3347,0.6151,1.6569,0.4142,0.4895,0.3013,0.8787,0.4393,2.1088,0.5565,0.5105,0.0,0.5105,0.251,0.6987,0.0,0.6318,0.4895,0.3682,2.1882,0.5188,6.4644,0.4519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,46,1.8,1.3,3570
44,RHODE ISLAND,RI,44003,Kent,44003020400,"Census Tract 204, Kent County, Rhode Island",0.644623543936,3057,291,1307,63,1227,88,159,94,220,104,32943,9677,374,120,393,78,602,167,416,132,113,63,253,421,36,58,71,46,0,13,9,19,47,30,9,5,5.2,3.2,11.7,5.0,32943.0,9677.0,17.2,5.0,12.9,2.7,19.7,5.1,13.6,4.0,9.2,5.1,8.3,13.8,1.2,2.0,5.4,3.5,0.0,2.8,0.7,1.6,3.8,2.4,0.3,0.2,0.2176,0.9038,0.5481,0.7699,2.4394,0.6904,0.2845,0.5356,0.5021,0.636,1.9582,0.4351,0.2343,0.41,0.6443,0.3138,0.364,0.0,0.3975,0.3013,0.3682,1.431,0.2008,6.4729,0.4561,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,33,1.8,1.1,1152
44,RHODE ISLAND,RI,44009,Washington,44009051202,"Census Tract 512.02, Washington County, Rhode Island",2.775426273048,4574,342,2284,105,2094,144,425,224,253,125,40028,4440,146,94,1165,163,593,105,789,207,101,102,461,531,35,64,519,139,0,13,35,43,101,72,5,5,9.3,5.0,9.6,4.9,40028.0,4440.0,4.3,2.8,25.5,3.5,13.0,2.1,17.2,4.2,4.8,4.9,10.1,11.6,0.8,1.4,22.7,6.0,0.0,1.6,1.7,2.1,4.8,3.4,0.1,0.1,0.4686,0.8577,0.2929,0.1255,1.7447,0.4435,0.8787,0.1172,0.8075,0.2803,2.0837,0.5356,0.3347,0.2929,0.6276,0.3054,0.8619,0.0,0.6318,0.3724,0.1715,2.0376,0.4561,6.4936,0.4603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,104,3.7,2.3,8655
44,RHODE ISLAND,RI,44007,Providence,44007014200,"Census Tract 142, Providence County, Rhode Island",1.95253132757,5376,206,871,28,804,48,90,39,70,41,19829,3329,1049,147,629,135,472,79,260,66,24,17,2250,341,193,97,50,33,0,18,7,21,10,10,3216,175,4.1,1.8,5.5,3.1,19829.0,3329.0,24.2,3.2,11.7,2.5,8.8,1.4,11.8,3.1,3.0,2.2,41.9,6.1,3.7,1.8,5.7,3.8,0.0,4.2,0.9,2.6,1.2,1.2,59.8,2.3,0.1548,0.4728,0.8494,0.8912,2.3682,0.6527,0.2134,0.0418,0.3598,0.1381,0.7531,0.0251,0.7741,0.6862,1.4603,0.749,0.3933,0.0,0.4728,0.0669,0.9833,1.9163,0.41,6.4979,0.4644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,105,76,4.8,3.4,16556
44,RHODE ISLAND,RI,44003,Kent,44003021402,"Census Tract 214.02, Kent County, Rhode Island",0.846797361992,3858,266,1613,47,1530,77,337,252,203,148,30066,3361,217,122,510,126,846,143,580,184,97,65,622,411,7,51,183,95,0,13,0,18,55,45,28,45,8.8,6.3,9.3,6.7,30066.0,3361.0,8.1,4.6,13.2,3.5,21.9,3.4,15.0,4.7,6.3,4.2,16.1,10.6,0.2,1.5,11.3,5.9,0.0,2.3,0.0,1.2,3.6,2.9,0.7,1.2,0.4351,0.8201,0.6234,0.3975,2.2761,0.6234,0.3096,0.7406,0.6569,0.4226,2.1297,0.5732,0.5272,0.159,0.6862,0.3389,0.5732,0.0,0.0,0.2845,0.5523,1.41,0.1967,6.502,0.4686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,39,1.6,1.0,1677
44,RHODE ISLAND,RI,44007,Providence,44007015700,"Census Tract 157, Providence County, Rhode Island",0.4215654687,3309,190,1462,62,1305,75,213,88,110,64,33864,5526,278,110,541,53,653,132,455,99,86,55,566,334,61,73,27,43,0,13,15,23,94,58,5,3,6.4,2.6,6.3,3.7,33864.0,5526.0,11.4,4.5,16.3,1.7,19.7,3.8,13.8,2.9,6.6,4.2,17.1,10.1,2.0,2.3,1.8,2.9,0.0,2.5,1.1,1.8,7.2,4.4,0.2,0.1,0.3264,0.5607,0.5063,0.5732,1.9666,0.5146,0.4895,0.5356,0.523,0.4435,1.9916,0.4603,0.5439,0.5481,1.092,0.5774,0.2301,0.0,0.5272,0.5021,0.251,1.5104,0.2218,6.5606,0.4728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,64,3.8,1.9,1875
44,RHODE ISLAND,RI,44009,Washington,44009050901,"Census Tract 509.01, Washington County, Rhode Island",9.306502607582,5976,423,2782,124,2456,155,423,211,205,138,35211,4259,617,223,1094,167,1065,221,813,266,93,67,387,629,114,112,268,109,0,18,49,51,180,107,22,12,7.1,3.4,6.3,4.1,35211.0,4259.0,14.1,4.9,18.3,2.9,17.8,3.5,13.6,4.3,3.8,2.7,6.5,10.5,2.0,2.0,9.6,3.9,0.0,1.3,2.0,2.1,7.3,4.3,0.4,0.2,0.3766,0.5607,0.4561,0.6695,2.0629,0.5523,0.636,0.3431,0.5021,0.205,1.6862,0.2845,0.1464,0.5481,0.6945,0.3431,0.5314,0.0,0.6736,0.5105,0.4351,2.1506,0.4937,6.5942,0.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,103,2.6,1.7,3368
44,RHODE ISLAND,RI,44005,Newport,44005040101,"Census Tract 401.01, Newport County, Rhode Island",2.325653350534,4891,412,2308,97,1965,144,275,124,148,83,43550,4019,198,86,979,111,926,166,605,129,172,90,453,594,0,52,0,18,235,81,44,38,104,68,228,116,5.9,2.7,5.4,3.0,43550.0,4019.0,5.8,2.5,20.0,2.7,18.9,3.0,12.4,2.8,8.8,4.6,9.3,12.1,0.0,1.1,0.0,0.8,10.2,3.5,2.2,1.9,5.3,3.4,4.7,2.3,0.2762,0.4561,0.2134,0.2427,1.1884,0.251,0.7029,0.4519,0.4142,0.6067,2.1757,0.6109,0.2845,0.0,0.2845,0.1381,0.0,0.9916,0.6987,0.4017,0.8703,2.9623,0.8536,6.6109,0.4812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,165,95,3.4,1.9,1818
44,RHODE ISLAND,RI,44007,Providence,44007011901,"Census Tract 119.01, Providence County, Rhode Island",0.597683579388,3245,245,1380,43,1215,84,172,72,141,85,36120,7327,272,124,617,110,571,100,472,177,39,31,1199,387,121,104,352,106,0,13,0,18,97,60,0,13,5.3,2.3,7.8,4.6,36120.0,7327.0,11.7,4.9,19.0,3.6,17.6,2.8,14.5,5.4,3.2,2.6,36.9,11.6,3.9,3.4,25.5,7.7,0.0,2.7,0.0,1.5,8.0,4.8,0.0,0.4,0.2259,0.7197,0.4393,0.5774,1.9623,0.5105,0.6653,0.3305,0.6025,0.159,1.7573,0.318,0.7406,0.7071,1.4477,0.7406,0.9163,0.0,0.0,0.5314,0.0,1.4477,0.2092,6.615,0.4854,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,43,50,1.3,1.5,2470
44,RHODE ISLAND,RI,44007,Providence,44007017700,"Census Tract 177, Providence County, Rhode Island",1.223719786942,3505,293,1605,61,1485,78,179,88,121,67,32976,2805,460,122,584,83,613,123,463,139,153,85,549,445,46,60,8,18,8,15,0,18,52,39,19,10,5.1,2.5,5.7,3.1,32976.0,2805.0,17.0,4.2,16.7,2.4,17.5,3.2,13.2,3.7,10.3,5.7,15.7,12.6,1.3,1.8,0.5,1.1,0.5,0.9,0.0,1.2,3.5,2.6,0.5,0.3,0.2092,0.5063,0.5397,0.7657,2.0209,0.5356,0.5188,0.3222,0.477,0.6695,1.9875,0.4477,0.5146,0.4184,0.933,0.4854,0.1464,0.7615,0.0,0.2762,0.5021,1.6862,0.3013,6.6276,0.4895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,130,6.9,3.6,1598
44,RHODE ISLAND,RI,44007,Providence,44007012300,"Census Tract 123, Providence County, Rhode Island",3.846919168858,7022,584,3025,122,2745,176,612,361,329,166,34451,3987,377,137,1193,163,1290,249,566,197,154,96,762,807,69,89,34,43,10,22,25,35,131,83,121,79,8.9,5.4,8.2,3.8,34451.0,3987.0,7.2,2.6,17.0,2.1,18.4,3.2,8.2,3.0,5.6,3.5,10.9,11.5,1.0,1.3,1.1,1.4,0.3,0.7,0.9,1.3,4.8,3.0,1.7,1.1,0.4435,0.7657,0.4895,0.3556,2.0543,0.5439,0.5314,0.3849,0.0753,0.3849,1.3765,0.113,0.3766,0.364,0.7406,0.3724,0.1841,0.7448,0.4728,0.3724,0.6862,2.4603,0.6318,6.6317,0.4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,124,3.2,1.8,4396
