ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
44,RHODE ISLAND,RI,44007,Providence,44007013600,"Census Tract 136, Providence County, Rhode Island",0.745162960328,2533,325,1240,45,1136,88,238,196,57,34,36247,5261,167,87,406,54,408,155,476,134,28,25,840,447,84,85,8,18,22,38,0,18,83,60,12,11,9.5,7.7,3.7,2.2,36247.0,5261.0,8.3,4.3,16.0,3.1,16.1,5.8,18.8,6.2,2.5,2.2,33.2,17.1,3.5,3.5,0.6,1.5,1.8,3.0,0.0,1.6,7.3,5.5,0.5,0.4,0.477,0.2469,0.4268,0.4226,1.5733,0.3975,0.4561,0.2385,0.8745,0.0921,1.6612,0.251,0.6987,0.6695,1.3682,0.6987,0.1548,0.8912,0.0,0.5105,0.5021,2.0586,0.4644,6.6613,0.4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,124,6.6,4.7,3410
44,RHODE ISLAND,RI,44007,Providence,44007015600,"Census Tract 156, Providence County, Rhode Island",0.185922398774,2034,192,1052,64,915,93,295,138,106,69,27734,3119,174,79,285,74,275,88,327,103,65,48,685,292,60,59,17,23,0,13,0,18,167,70,0,13,14.5,6.2,7.7,4.7,27734.0,3119.0,10.7,5.1,14.0,3.5,13.5,4.1,16.1,5.1,7.1,5.3,33.7,14.0,3.0,3.0,1.6,2.2,0.0,3.5,0.0,2.0,18.3,7.6,0.0,0.6,0.6444,0.7113,0.7197,0.5523,2.6277,0.7197,0.3347,0.1423,0.7322,0.4644,1.6736,0.2636,0.7029,0.6318,1.3347,0.6778,0.205,0.0,0.0,0.8494,0.0,1.0544,0.0837,6.6904,0.5021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,91,7.7,4.4,1105
44,RHODE ISLAND,RI,44007,Providence,44007013002,"Census Tract 130.02, Providence County, Rhode Island",23.961246103536,7812,364,3055,152,2893,160,692,447,226,125,36883,3769,648,337,1202,152,1470,180,1014,378,212,107,546,541,23,74,0,25,267,87,49,68,133,83,187,97,9.0,5.7,5.1,2.7,36883.0,3769.0,11.3,5.7,15.4,1.8,18.8,2.1,13.2,4.8,7.3,3.7,7.0,6.9,0.3,1.0,0.0,0.8,8.7,2.8,1.7,2.4,4.6,3.0,2.4,1.2,0.4519,0.4017,0.4184,0.569,1.841,0.4895,0.41,0.4393,0.477,0.4937,1.82,0.3473,0.1715,0.1925,0.364,0.1674,0.0,0.9707,0.6318,0.364,0.7531,2.7196,0.7657,6.7446,0.5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,105,95,1.4,1.2,5027
44,RHODE ISLAND,RI,44001,Bristol,44001030602,"Census Tract 306.02, Bristol County, Rhode Island",1.297482643532,3851,289,2048,78,1915,114,435,206,73,55,39378,4384,345,128,988,140,496,129,617,170,142,78,133,398,71,82,357,100,0,13,0,18,224,122,123,125,11.6,5.6,3.7,2.7,39378.0,4384.0,11.1,4.1,25.7,3.8,12.9,3.2,16.4,4.1,7.4,4.1,3.5,10.3,1.9,2.2,17.4,4.8,0.0,1.8,0.0,1.0,11.7,6.3,3.2,3.2,0.5774,0.2469,0.318,0.5649,1.7072,0.431,0.8912,0.113,0.7573,0.4979,2.2594,0.6904,0.0335,0.5272,0.5607,0.2803,0.7406,0.0,0.0,0.6904,0.7992,2.2302,0.5356,6.7575,0.5105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,88,3.4,2.5,2224
44,RHODE ISLAND,RI,44009,Washington,44009051201,"Census Tract 512.01, Washington County, Rhode Island",2.424137159878,4978,293,1811,89,1738,101,835,280,213,96,34874,4269,208,108,789,127,1084,164,489,112,272,108,956,461,0,52,101,52,0,13,7,18,111,65,109,83,17.1,5.6,7.5,3.2,34874.0,4269.0,6.8,3.4,15.8,2.5,21.8,3.0,10.0,2.3,15.7,6.2,19.2,9.2,0.0,1.1,5.6,2.9,0.0,2.0,0.4,1.1,6.4,3.7,2.2,1.7,0.6987,0.6946,0.4728,0.3222,2.1883,0.59,0.4393,0.7364,0.1506,0.8075,2.1338,0.5858,0.5774,0.0,0.5774,0.2887,0.3849,0.0,0.3222,0.4561,0.728,1.8912,0.3975,6.7907,0.5146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,127,5.1,2.6,2472
44,RHODE ISLAND,RI,44007,Providence,44007014300,"Census Tract 143, Providence County, Rhode Island",1.053582782336,4915,402,2175,56,2043,118,236,124,131,112,34757,3138,275,122,1408,298,937,234,685,209,66,60,784,582,50,68,480,104,37,59,0,18,203,121,0,13,4.8,2.5,4.9,4.0,34757.0,3138.0,7.2,3.2,28.6,6.2,19.1,4.5,13.9,4.4,3.2,3.0,16.0,11.8,1.1,1.5,22.1,4.8,1.7,2.7,0.0,0.9,9.9,5.9,0.0,0.3,0.1883,0.3849,0.4812,0.3556,1.41,0.3389,0.9582,0.4728,0.5481,0.159,2.1381,0.5941,0.523,0.3849,0.9079,0.477,0.8452,0.8787,0.0,0.6109,0.0,2.3348,0.5858,6.7908,0.5188,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,99,90,2.0,1.8,2736
44,RHODE ISLAND,RI,44007,Providence,44007003700,"Census Tract 37, Providence County, Rhode Island",0.330500995388,3073,285,1995,74,1627,124,944,254,134,110,46227,10797,149,74,408,87,246,84,411,121,32,31,1153,400,33,59,340,95,0,13,11,19,576,136,61,69,31.1,7.9,7.7,6.2,46227.0,10797.0,6.8,3.3,13.3,2.6,8.0,2.6,13.6,3.9,2.0,1.9,37.5,12.6,1.1,2.0,17.0,4.8,0.0,1.9,0.7,1.2,35.4,7.6,2.0,2.2,0.9163,0.7113,0.1632,0.3222,2.113,0.569,0.3138,0.0335,0.5021,0.0502,0.8996,0.0335,0.749,0.3849,1.1339,0.5941,0.7113,0.0,0.3975,0.9749,0.6987,2.7824,0.7824,6.9289,0.523,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,147,133,4.8,4.3,3378
44,RHODE ISLAND,RI,44007,Providence,44007012801,"Census Tract 128.01, Providence County, Rhode Island",4.349648683386,5705,414,2136,149,1952,147,301,167,147,102,38152,7635,367,177,1258,325,1138,330,884,275,92,62,526,724,5,70,429,115,0,18,17,34,164,84,257,139,5.5,3.1,4.8,3.3,38152.0,7635.0,8.7,4.1,22.1,6.0,19.9,5.6,16.2,4.9,4.7,3.2,9.2,12.7,0.1,1.3,20.1,5.2,0.0,1.7,0.9,1.7,8.4,4.1,4.5,2.4,0.2427,0.3724,0.3682,0.4561,1.4394,0.364,0.7992,0.5565,0.749,0.2678,2.3725,0.7657,0.2762,0.1423,0.4185,0.1925,0.8075,0.0,0.4728,0.5607,0.8619,2.7029,0.7531,6.9333,0.5272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,79,2.2,1.4,3841
44,RHODE ISLAND,RI,44007,Providence,44007012200,"Census Tract 122, Providence County, Rhode Island",13.638017624436,7404,547,2958,128,2627,191,270,270,306,173,39681,4058,552,240,1568,210,1103,208,924,310,120,81,1073,871,195,157,398,150,0,18,59,76,187,130,185,68,3.7,3.6,7.2,3.9,39681.0,4058.0,9.3,3.9,21.2,2.6,14.9,2.6,12.7,4.0,4.6,3.1,14.5,11.7,2.7,2.2,13.5,5.0,0.0,1.3,2.2,2.9,7.1,4.9,2.5,0.9,0.1172,0.6653,0.3013,0.523,1.6068,0.4059,0.7741,0.1883,0.4477,0.251,1.6611,0.2469,0.4728,0.6025,1.0753,0.5607,0.6318,0.0,0.6987,0.4895,0.7741,2.5941,0.682,6.9373,0.5314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,95,1.4,1.3,6645
44,RHODE ISLAND,RI,44001,Bristol,44001030700,"Census Tract 307, Bristol County, Rhode Island",0.419272795024,3777,348,2141,103,1922,157,678,220,147,94,37745,4915,470,155,667,149,505,135,640,170,136,75,277,485,106,87,243,67,0,13,0,18,375,134,7,10,18.0,5.5,6.7,4.2,37745.0,4915.0,16.2,5.2,17.7,3.9,13.4,3.4,16.9,4.2,7.1,3.9,7.3,12.8,2.9,2.4,11.3,3.1,0.0,1.7,0.0,1.0,19.5,6.7,0.2,0.3,0.7197,0.6109,0.3891,0.7364,2.4561,0.6946,0.59,0.1381,0.795,0.4644,1.9875,0.4477,0.1841,0.6234,0.8075,0.4351,0.5732,0.0,0.0,0.8703,0.251,1.6945,0.3096,6.9456,0.5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,157,6.8,4.1,2996
44,RHODE ISLAND,RI,44003,Kent,44003020102,"Census Tract 201.02, Kent County, Rhode Island",1.020057931778,5013,435,2174,96,1992,140,866,312,80,77,25037,2660,269,138,754,134,1023,282,666,239,88,61,515,628,47,79,281,119,0,18,74,88,73,77,120,115,17.7,6.5,2.9,2.9,25037.0,2660.0,8.0,4.0,15.0,3.0,20.4,5.3,13.6,4.5,4.4,3.1,10.3,12.5,1.0,1.6,12.9,5.5,0.0,1.7,3.7,4.5,3.7,3.8,2.4,2.3,0.7155,0.1297,0.7782,0.3891,2.0125,0.5314,0.3808,0.6151,0.5021,0.2427,1.7407,0.3138,0.3431,0.364,0.7071,0.3515,0.6192,0.0,0.8285,0.2887,0.7531,2.4895,0.6485,6.9498,0.5397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,174,5.1,3.6,2175
44,RHODE ISLAND,RI,44003,Kent,44003020603,"Census Tract 206.03, Kent County, Rhode Island",3.22432621894,6553,315,2974,92,2868,119,512,337,293,130,38742,4968,433,152,1327,240,1176,161,1206,278,74,83,318,523,24,79,284,122,129,48,43,53,181,98,9,8,7.8,5.2,7.9,3.3,38742.0,4968.0,8.9,3.1,20.3,3.6,17.9,2.3,18.4,4.1,2.6,2.9,4.9,8.0,0.4,1.3,9.5,4.1,4.3,1.6,1.5,1.9,6.3,3.4,0.1,0.1,0.4017,0.7364,0.3515,0.477,1.9666,0.5146,0.7155,0.3515,0.8661,0.1046,2.0377,0.4895,0.0669,0.2218,0.2887,0.1464,0.5272,0.9247,0.5858,0.4519,0.1715,2.6611,0.7448,6.9541,0.5439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,194,127,3.0,2.0,4912
44,RHODE ISLAND,RI,44007,Providence,44007012402,"Census Tract 124.02, Providence County, Rhode Island",1.3631138059,2681,400,1181,53,1073,99,297,305,9,15,32421,4122,266,129,524,138,630,151,407,146,137,96,309,506,27,57,22,24,1,12,0,18,42,22,5,3,11.1,10.6,0.7,1.1,32421.0,4122.0,13.8,6.7,19.5,5.3,23.5,4.4,15.2,4.5,12.8,9.0,11.5,18.8,1.1,2.3,1.9,2.1,0.1,1.0,0.0,1.7,3.9,2.2,0.2,0.1,0.5523,0.0126,0.5649,0.6527,1.7825,0.4644,0.6778,0.7992,0.6736,0.7406,2.8912,0.9707,0.4059,0.3849,0.7908,0.4184,0.2385,0.7364,0.0,0.3222,0.251,1.5481,0.2385,7.0126,0.5481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,0.8,1.1,3397
44,RHODE ISLAND,RI,44007,Providence,44007015800,"Census Tract 158, Providence County, Rhode Island",0.56396374732,3375,261,1500,61,1337,107,211,109,166,86,30500,2707,444,112,551,105,686,111,685,120,177,95,387,396,270,133,0,18,0,13,0,18,56,41,7,5,6.3,3.1,8.7,4.4,30500.0,2707.0,17.5,4.0,16.3,2.8,20.3,2.9,20.3,3.6,13.2,7.0,11.5,11.7,8.5,4.2,0.0,1.2,0.0,2.5,0.0,1.4,4.2,3.1,0.2,0.1,0.3222,0.7908,0.6067,0.7824,2.5021,0.6987,0.4895,0.5941,0.9205,0.749,2.7531,0.9289,0.4059,0.8326,1.2385,0.6402,0.0,0.0,0.0,0.3515,0.251,0.6025,0.0209,7.0962,0.5523,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,173,114,5.1,3.3,2472
44,RHODE ISLAND,RI,44007,Providence,44007016800,"Census Tract 168, Providence County, Rhode Island",0.342574404928,2948,239,1239,36,1153,76,509,212,104,65,23681,2377,314,93,445,87,598,119,363,125,79,44,723,406,121,99,51,44,0,13,14,24,44,47,0,13,17.3,7.0,6.4,3.8,23681.0,2377.0,14.2,4.0,15.1,2.9,20.3,3.7,12.3,4.0,6.9,3.9,24.5,13.6,4.3,3.5,4.1,3.6,0.0,3.0,1.2,2.1,3.8,4.1,0.0,0.4,0.7029,0.59,0.7908,0.6778,2.7615,0.7531,0.3891,0.5941,0.41,0.4519,1.8451,0.364,0.6109,0.7238,1.3347,0.6778,0.3305,0.0,0.5523,0.3013,0.0,1.1841,0.1339,7.1254,0.5565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,51,3.3,1.8,1854
44,RHODE ISLAND,RI,44007,Providence,44007003601,"Census Tract 36.01, Providence County, Rhode Island",0.336667044328,2435,273,1077,82,775,135,336,147,73,37,26451,6087,38,36,83,40,61,35,103,62,0,18,902,340,84,80,194,61,0,13,56,62,275,86,1088,151,24.9,9.6,5.2,2.7,26451.0,6087.0,4.0,3.8,3.4,1.6,2.5,1.4,4.2,2.6,0.0,2.4,37.0,13.4,3.5,3.3,18.0,5.6,0.0,3.4,7.2,8.0,35.5,9.0,44.7,3.7,0.8117,0.4142,0.7531,0.0921,2.0711,0.5565,0.0209,0.0042,0.0042,0.0,0.0293,0.0,0.7448,0.6695,1.4143,0.7322,0.7531,0.0,0.9414,0.9791,0.9791,3.6527,0.9791,7.1674,0.5607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,102,60,4.2,2.4,7758
44,RHODE ISLAND,RI,44007,Providence,44007002500,"Census Tract 25, Providence County, Rhode Island",0.461929343984,3076,525,1789,48,1361,122,479,262,106,74,42653,8397,191,99,162,88,568,263,334,95,72,61,1860,577,137,95,582,73,0,13,67,41,137,64,6,4,15.6,7.4,5.5,3.6,42653.0,8397.0,8.8,4.7,5.3,2.9,18.5,7.9,10.9,3.1,5.3,4.5,60.5,15.7,4.8,3.2,32.5,4.0,0.0,2.1,4.9,3.0,10.1,4.7,0.2,0.1,0.6778,0.4728,0.2301,0.4686,1.8493,0.4937,0.0293,0.41,0.2469,0.3515,1.0377,0.0502,0.8452,0.7406,1.5858,0.8033,0.9582,0.0,0.887,0.6192,0.251,2.7154,0.7615,7.1882,0.5649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,231,87,7.5,2.7,7360
44,RHODE ISLAND,RI,44003,Kent,44003022202,"Census Tract 222.02, Kent County, Rhode Island",3.042244762862,4068,256,2272,67,2186,106,141,57,54,35,36916,3511,306,99,1346,180,517,146,882,164,59,51,782,348,26,57,1643,219,0,13,26,25,248,90,132,85,3.6,1.5,2.9,1.8,36916.0,3511.0,8.9,2.8,33.1,4.9,12.7,3.5,22.4,4.1,2.7,2.4,19.2,8.5,0.7,1.4,72.3,9.4,0.0,1.6,1.2,1.1,11.3,4.1,3.2,2.1,0.1088,0.1297,0.4142,0.477,1.1297,0.2176,0.9958,0.1046,0.9707,0.113,2.1841,0.6276,0.5774,0.2762,0.8536,0.4435,0.9958,0.0,0.5523,0.6736,0.7992,3.0209,0.8745,7.1883,0.569,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,3,43,41,1.1,1.0,8166
44,RHODE ISLAND,RI,44007,Providence,44007010102,"Census Tract 101.02, Providence County, Rhode Island",1.451453171296,3732,273,1609,73,1583,76,182,84,66,43,42149,5977,388,121,966,95,796,208,367,89,32,30,414,345,108,83,405,74,22,22,26,24,187,79,0,13,4.9,2.2,3.6,2.3,42149.0,5977.0,13.6,4.1,25.9,3.1,21.3,5.4,9.8,2.5,2.0,1.9,11.1,9.2,3.1,2.4,25.2,4.5,1.4,1.3,1.6,1.6,11.8,4.8,0.0,0.3,0.1967,0.2343,0.2469,0.6444,1.3223,0.2845,0.8954,0.7113,0.1423,0.0502,1.7992,0.3389,0.3849,0.6402,1.0251,0.5314,0.8954,0.8577,0.6109,0.6946,0.0,3.0586,0.8912,7.2052,0.5732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,68,2.8,1.8,3764
44,RHODE ISLAND,RI,44001,Bristol,44001030500,"Census Tract 305, Bristol County, Rhode Island",0.581303974242,3248,227,1845,89,1709,98,684,220,107,59,27582,3125,397,129,416,90,597,136,536,152,277,108,253,340,12,51,167,62,0,13,0,18,329,122,17,25,21.1,7.1,5.4,2.9,27582.0,3125.0,15.6,5.2,12.8,2.8,18.4,4.0,16.5,4.3,16.2,6.3,7.8,10.5,0.4,1.6,9.1,3.3,0.0,2.0,0.0,1.1,19.3,7.1,0.5,0.8,0.7657,0.4561,0.7238,0.7155,2.6611,0.7322,0.2762,0.3849,0.7657,0.8201,2.2469,0.6778,0.2176,0.2218,0.4394,0.2176,0.5188,0.0,0.0,0.8619,0.5021,1.8828,0.3933,7.2302,0.5774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,70,3.3,2.2,2244
44,RHODE ISLAND,RI,44007,Providence,44007014000,"Census Tract 140, Providence County, Rhode Island",0.796635376254,6224,446,2491,80,2307,125,269,213,166,117,27172,2619,559,282,1012,190,1669,324,576,182,171,142,2237,739,298,143,189,86,0,18,51,67,151,103,5,8,4.3,3.4,5.4,3.5,27172.0,2619.0,13.2,6.1,16.3,3.0,26.8,4.8,9.3,3.1,7.4,6.2,35.9,11.6,5.4,2.6,7.6,3.4,0.0,1.5,2.2,2.9,6.5,4.4,0.1,0.1,0.1674,0.4561,0.7364,0.6276,1.9875,0.523,0.4895,0.8661,0.1088,0.4979,1.9623,0.4393,0.7322,0.7657,1.4979,0.7699,0.4686,0.0,0.6987,0.4728,0.1715,1.8116,0.3556,7.2593,0.5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,100,2.9,1.6,5407
44,RHODE ISLAND,RI,44009,Washington,44009050802,"Census Tract 508.02, Washington County, Rhode Island",1.962424419116,3965,360,2021,106,1711,145,327,140,90,46,39735,4432,225,121,885,151,573,92,440,110,104,65,540,492,152,124,122,55,25,39,47,55,82,61,60,84,8.4,3.8,3.9,2.1,39735.0,4432.0,7.3,3.7,22.3,2.9,14.5,1.9,11.3,2.7,6.1,3.8,13.6,12.4,3.9,3.2,6.0,2.7,1.2,1.9,2.7,3.2,4.8,3.5,1.5,2.1,0.4184,0.2803,0.2971,0.3682,1.364,0.3138,0.8201,0.1715,0.2929,0.41,1.6945,0.2929,0.4435,0.7071,1.1506,0.6109,0.41,0.841,0.7615,0.3724,0.6695,3.0544,0.887,7.2635,0.5858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,143,4.9,3.6,4129
44,RHODE ISLAND,RI,44007,Providence,44007012102,"Census Tract 121.02, Providence County, Rhode Island",0.599175477516,4478,409,2064,75,1933,97,409,144,167,83,32950,5384,194,91,573,95,1036,169,534,127,172,88,1313,524,83,88,366,118,0,13,55,58,172,74,0,13,9.1,3.2,6.8,3.5,32950.0,5384.0,6.3,2.7,12.8,1.9,23.1,3.1,11.9,3.1,8.9,4.6,29.3,11.4,2.0,2.1,17.7,5.7,0.0,1.8,2.8,3.0,8.9,3.8,0.0,0.3,0.4644,0.6234,0.5439,0.2971,1.9288,0.5021,0.2762,0.7782,0.3682,0.6109,2.0335,0.4854,0.6653,0.5481,1.2134,0.6276,0.749,0.0,0.7782,0.5858,0.0,2.113,0.477,7.2887,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,89,3.7,2.0,2160
44,RHODE ISLAND,RI,44007,Providence,44007013701,"Census Tract 137.01, Providence County, Rhode Island",0.557818547888,4160,347,1842,65,1671,103,417,238,174,124,29442,2674,263,122,511,86,827,181,445,167,123,66,1814,447,259,142,45,36,0,13,63,57,98,49,15,8,10.1,5.5,6.7,4.8,29442.0,2674.0,8.9,4.0,12.3,2.2,19.9,4.0,10.7,3.9,7.4,3.9,43.6,10.1,6.7,3.7,2.4,2.0,0.0,2.0,3.8,3.4,5.9,2.9,0.4,0.2,0.5105,0.6109,0.6444,0.477,2.2428,0.6067,0.2469,0.5565,0.205,0.4979,1.5063,0.1674,0.7782,0.8033,1.5815,0.7992,0.272,0.0,0.8326,0.4226,0.4351,1.9623,0.4351,7.2929,0.5941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,163,5.9,3.9,3978
44,RHODE ISLAND,RI,44003,Kent,44003020604,"Census Tract 206.04, Kent County, Rhode Island",1.666232061346,5512,307,2504,95,2277,142,531,327,92,79,29271,3910,312,137,813,95,1233,190,1028,358,312,140,402,467,89,111,587,189,0,18,39,46,156,97,7,4,9.6,5.9,3.2,2.8,29271.0,3910.0,8.2,3.4,14.7,1.9,22.4,3.2,18.7,6.5,13.7,6.1,7.3,8.5,1.8,2.3,23.4,7.5,0.0,1.5,1.7,2.0,6.9,4.2,0.1,0.1,0.4812,0.1841,0.6611,0.4017,1.7281,0.4393,0.3556,0.7531,0.8703,0.7615,2.7405,0.9163,0.1841,0.523,0.7071,0.3515,0.8745,0.0,0.6318,0.4812,0.1715,2.159,0.4979,7.3347,0.5983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,62,1.8,1.1,1963
44,RHODE ISLAND,RI,44007,Providence,44007016300,"Census Tract 163, Providence County, Rhode Island",0.688693226216,2883,236,1127,47,1077,58,349,291,149,107,28182,5044,285,106,350,123,584,224,360,118,141,93,1440,351,96,97,55,55,0,13,6,16,64,39,1,3,12.1,9.6,9.0,6.1,28182.0,5044.0,14.0,4.9,12.1,4.5,20.3,7.6,12.5,3.8,13.1,8.6,49.9,11.5,3.7,3.7,4.9,4.9,0.0,3.3,0.6,1.5,5.9,3.6,0.0,0.1,0.59,0.8033,0.6987,0.6569,2.7489,0.7448,0.2343,0.5941,0.4351,0.7448,2.0083,0.477,0.8075,0.6862,1.4937,0.7657,0.3598,0.0,0.3515,0.4226,0.0,1.1339,0.113,7.3848,0.6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,54,1.6,1.8,2460
44,RHODE ISLAND,RI,44005,Newport,44005040303,"Census Tract 403.03, Newport County, Rhode Island",1.47550616759,3386,267,1436,92,1341,94,346,166,103,58,30102,2727,208,93,344,83,932,130,373,112,254,111,1299,379,0,52,359,125,0,13,15,27,42,41,23,10,10.2,5.0,5.8,3.1,30102.0,2727.0,9.2,4.0,10.2,2.4,27.5,3.2,11.5,3.4,18.9,8.2,38.4,10.8,0.0,1.6,25.0,8.6,0.0,2.6,1.1,2.0,3.1,3.0,0.7,0.3,0.523,0.5188,0.6192,0.5063,2.1673,0.5774,0.159,0.9038,0.3138,0.8787,2.2553,0.6862,0.7615,0.0,0.7615,0.3891,0.8828,0.0,0.5272,0.251,0.5523,2.2133,0.5272,7.3974,0.6067,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,299,155,9.2,4.6,2513
44,RHODE ISLAND,RI,44007,Providence,44007016500,"Census Tract 165, Providence County, Rhode Island",0.37667918069,3603,244,1798,77,1676,102,363,202,87,53,45654,7138,253,111,582,122,535,172,550,131,88,55,979,392,137,106,245,99,15,22,40,48,200,90,0,13,10.1,5.5,3.9,2.4,45654.0,7138.0,9.0,3.9,16.2,3.4,14.8,4.7,15.3,3.6,5.3,3.3,27.2,10.7,4.0,3.1,13.6,5.5,0.8,1.2,2.4,2.9,11.9,5.2,0.0,0.4,0.5105,0.2803,0.1674,0.4979,1.4561,0.3724,0.4812,0.1799,0.682,0.3515,1.6946,0.3013,0.6402,0.7155,1.3557,0.6904,0.636,0.8201,0.7406,0.6987,0.0,2.8954,0.8159,7.4018,0.6109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,84,3.4,2.3,2246
44,RHODE ISLAND,RI,44007,Providence,44007015000,"Census Tract 150, Providence County, Rhode Island",0.452342817426,4420,358,1783,73,1564,107,367,225,156,80,26053,2166,436,120,544,94,925,186,578,148,164,78,2265,447,359,141,52,44,0,13,17,20,125,72,0,13,8.3,5.1,6.3,3.3,26053.0,2166.0,14.1,4.0,12.3,2.4,20.9,3.9,13.1,3.1,10.5,4.9,51.2,9.2,8.7,3.3,2.9,2.5,0.0,2.1,1.1,1.3,8.0,4.4,0.0,0.3,0.41,0.5607,0.7699,0.6695,2.4101,0.682,0.2469,0.6695,0.4728,0.6987,2.0879,0.5439,0.8159,0.841,1.6569,0.8326,0.2803,0.0,0.5272,0.5314,0.0,1.3389,0.1715,7.4938,0.6151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,125,5.2,2.7,2212
44,RHODE ISLAND,RI,44007,Providence,44007014800,"Census Tract 148, Providence County, Rhode Island",1.445404883466,5797,517,2433,118,2290,188,344,214,117,132,29442,3677,507,213,1131,173,1129,216,545,174,318,199,1649,682,150,116,469,237,0,18,40,49,64,46,164,127,6.2,3.7,3.8,4.3,29442.0,3677.0,12.1,4.7,19.5,2.8,19.5,3.3,9.7,3.0,13.9,8.6,28.4,11.5,2.7,2.1,19.3,9.7,0.0,1.5,1.7,2.2,2.8,2.0,2.8,2.2,0.3054,0.2636,0.6444,0.5983,1.8117,0.477,0.6778,0.5188,0.1255,0.7657,2.0878,0.5397,0.6569,0.6025,1.2594,0.6527,0.7908,0.0,0.6318,0.2134,0.7782,2.4142,0.6109,7.5731,0.6192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,192,3.9,3.4,4330
