FID,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
125,44,RHODE ISLAND,RI,44007,Providence,44007012000,"Census Tract 120, Providence County, Rhode Island",1.1170603,5955.0,349.0,2705.0,98.0,2528.0,157.0,319.0,176.0,236.0,106.0,32987.0,2724.0,202.0,109.0,905.0,180.0,1151.0,126.0,819.0,264.0,150.0,111.7,1211.0,555.4,105.0,101.3,426.0,189.1,0.0,17.0,60.0,77.9,225.0,152.0,134.0,117.0,5.4,3.0,6.8,3.0,32987.0,2724.0,4.6,2.6,15.2,2.8,19.3,1.8,13.9,4.6,5.9,4.4,20.3,9.2,1.9,1.8,15.7,7.0,0.0,1.3,2.4,3.1,8.9,6.0,2.3,2.0,0.2343,0.4644,0.4435,0.1423,1.2845,0.3138,0.4226,0.477,0.6025,0.3515,1.8536,0.364,0.5983,0.5565,1.1548,0.5941,0.7322,0.0,0.7029,0.5607,0.7322,2.728,0.7615,7.0209,0.5523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,140.0,4.1,2.3,5033.0
126,44,RHODE ISLAND,RI,44007,Providence,44007012102,"Census Tract 121.02, Providence County, Rhode Island",0.5961535,4614.0,428.0,2086.0,84.0,1914.0,115.0,443.0,171.0,107.0,69.0,31806.0,4874.0,329.0,127.0,679.0,111.0,959.0,183.0,617.0,206.0,153.0,83.6,1294.0,546.6,78.0,79.9,362.0,119.0,0.0,12.0,55.0,69.4,176.0,70.0,0.0,12.0,9.6,3.7,4.3,2.6,31806.0,4874.0,9.8,3.4,14.7,2.2,20.8,3.5,13.4,4.3,8.0,4.3,28.0,11.6,1.8,1.9,17.4,5.7,0.0,1.7,2.9,3.6,9.2,3.6,0.0,0.3,0.4603,0.1715,0.477,0.4937,1.6025,0.4142,0.3766,0.6276,0.5146,0.5397,2.0586,0.523,0.6736,0.5481,1.2218,0.6192,0.7657,0.0,0.7824,0.5858,0.0,2.1339,0.4937,7.0167,0.5439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,115.0,4.2,2.5,2169.0
127,44,RHODE ISLAND,RI,44007,Providence,44007012104,"Census Tract 121.04, Providence County, Rhode Island",0.7734739,4329.0,319.0,2107.0,74.0,1985.0,94.0,574.0,216.0,180.0,79.0,26501.0,2910.0,380.0,129.0,643.0,80.0,821.0,195.0,628.0,118.0,131.0,69.3,948.0,480.3,59.0,92.7,689.0,111.9,0.0,12.0,26.0,29.8,168.0,64.0,10.0,8.0,13.3,4.9,7.8,3.3,26501.0,2910.0,11.8,3.9,14.9,2.1,19.0,4.3,14.5,2.8,6.6,3.5,21.9,11.0,1.4,2.3,32.7,5.2,0.0,1.6,1.3,1.5,8.5,3.2,0.2,0.2,0.5941,0.569,0.6611,0.6109,2.4351,0.6527,0.4059,0.4184,0.6778,0.4519,1.954,0.4603,0.6192,0.4895,1.1088,0.569,0.954,0.0,0.5816,0.5356,0.3389,2.41,0.6067,7.9079,0.6653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,213.0,90.0,4.9,2.0,2722.0
128,44,RHODE ISLAND,RI,44007,Providence,44007012200,"Census Tract 122, Providence County, Rhode Island",13.6044345,7348.0,483.0,2998.0,136.0,2639.0,194.0,127.0,65.0,175.0,116.0,38105.0,3799.0,580.0,238.0,1573.0,262.0,1027.0,235.0,736.0,237.0,51.0,73.0,754.0,812.2,106.0,112.7,381.0,142.1,0.0,17.0,94.0,91.7,155.0,103.0,176.0,139.0,1.8,0.9,4.0,2.6,38105.0,3799.0,10.1,4.1,21.4,3.4,14.0,3.1,10.2,3.2,1.9,2.8,10.3,11.0,1.5,1.6,12.7,4.7,0.0,1.2,3.6,3.5,5.9,3.8,2.4,1.9,0.0167,0.1297,0.2803,0.5021,0.9289,0.159,0.8201,0.1297,0.1757,0.046,1.1715,0.0711,0.3933,0.4937,0.887,0.4644,0.636,0.0,0.841,0.4184,0.749,2.6444,0.7238,5.6318,0.2887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,124.0,3.3,1.7,6468.0
129,44,RHODE ISLAND,RI,44007,Providence,44007012300,"Census Tract 123, Providence County, Rhode Island",3.827548,6895.0,579.0,3098.0,149.0,2817.0,196.0,528.0,295.0,236.0,124.0,34231.0,3719.0,451.0,197.0,1238.0,211.0,1222.0,273.0,712.0,210.0,123.0,86.8,564.0,818.8,88.0,85.9,46.0,44.7,0.0,17.0,16.0,33.6,150.0,82.0,160.0,111.0,7.8,4.5,6.0,3.0,34231.0,3719.0,8.7,3.6,18.0,2.6,17.7,3.7,10.6,3.2,4.4,3.1,8.2,11.9,1.3,1.3,1.5,1.4,0.0,1.1,0.6,1.2,5.3,2.9,2.3,1.6,0.3808,0.3598,0.4059,0.41,1.5565,0.3933,0.6192,0.3222,0.205,0.2259,1.3724,0.1046,0.3013,0.4644,0.7657,0.4059,0.2008,0.0,0.3766,0.3849,0.7406,1.7029,0.272,5.3975,0.2343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,123.0,2.8,1.8,3786.0
130,44,RHODE ISLAND,RI,44007,Providence,44007012401,"Census Tract 124.01, Providence County, Rhode Island",1.9368946,6872.0,505.0,3136.0,148.0,2864.0,198.0,497.0,245.0,172.0,125.0,30291.0,2945.0,583.0,230.0,1214.0,155.0,1390.0,200.0,830.0,187.0,182.0,127.3,1007.0,798.1,38.0,78.6,259.0,131.8,0.0,17.0,14.0,30.2,119.0,75.0,21.0,26.0,7.2,3.6,4.4,3.1,30291.0,2945.0,11.3,4.5,17.7,2.2,20.2,2.5,12.1,2.8,6.4,4.4,14.7,11.6,0.6,1.2,8.3,4.2,0.0,1.1,0.5,1.1,4.2,2.6,0.3,0.4,0.3264,0.1757,0.5523,0.569,1.6234,0.4226,0.6025,0.5607,0.3808,0.4268,1.9707,0.4728,0.5063,0.2971,0.8033,0.4184,0.5188,0.0,0.3598,0.2929,0.4059,1.5774,0.2385,5.9749,0.3556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,158.0,4.3,2.3,7345.0
131,44,RHODE ISLAND,RI,44007,Providence,44007012402,"Census Tract 124.02, Providence County, Rhode Island",1.3709312,2500.0,402.0,1218.0,49.0,1055.0,114.0,224.0,242.0,28.0,27.0,31293.0,3360.0,234.0,93.0,401.0,73.0,538.0,151.0,312.0,127.0,177.0,88.5,317.0,513.2,38.0,56.2,0.0,17.0,5.0,9.0,0.0,17.0,15.0,18.0,6.0,4.0,9.0,9.0,2.0,1.9,31293.0,3360.0,12.6,5.1,16.0,3.5,21.5,5.0,12.5,4.5,16.8,8.2,12.7,20.4,1.7,2.5,0.0,1.4,0.4,0.8,0.0,1.6,1.4,1.7,0.2,0.2,0.431,0.0335,0.5021,0.6318,1.5983,0.41,0.4979,0.6778,0.4184,0.8159,2.41,0.7615,0.4435,0.5105,0.954,0.5105,0.0,0.7364,0.0,0.0711,0.3473,1.1548,0.0962,6.1172,0.3724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,72.0,4.6,2.8,2956.0
132,44,RHODE ISLAND,RI,44007,Providence,44007012500,"Census Tract 125, Providence County, Rhode Island",2.6900248,5511.0,533.0,2908.0,131.0,2676.0,203.0,931.0,323.0,237.0,126.0,24396.0,2426.0,750.0,213.0,1550.0,204.0,1089.0,301.0,1122.0,276.0,290.0,143.9,1091.0,680.5,198.0,135.9,1081.0,203.0,0.0,17.0,29.0,32.8,291.0,127.0,119.0,94.0,17.5,5.9,9.1,4.3,24396.0,2426.0,19.0,5.2,28.1,4.3,19.8,5.1,20.8,4.9,10.8,5.3,19.8,12.2,3.8,2.6,37.2,6.8,0.0,1.2,1.1,1.2,10.9,4.5,2.2,1.7,0.7029,0.6987,0.7197,0.7782,2.8996,0.7657,0.9791,0.5188,0.9707,0.6778,3.1464,1.0,0.59,0.6778,1.2678,0.6485,0.9665,0.0,0.5314,0.6444,0.7155,2.8577,0.7908,10.1715,0.8494,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,243.0,134.0,4.5,2.4,4228.0
133,44,RHODE ISLAND,RI,44007,Providence,44007012602,"Census Tract 126.02, Providence County, Rhode Island",8.0830342,7432.0,401.0,3126.0,112.0,3020.0,121.0,311.0,143.0,190.0,101.0,35350.0,3470.0,374.0,134.0,1581.0,155.0,1374.0,209.0,927.0,244.0,101.0,72.3,484.0,562.9,0.0,68.0,423.0,127.8,0.0,17.0,0.0,24.0,188.0,109.0,100.0,44.0,4.2,2.0,4.8,2.5,35350.0,3470.0,6.6,2.4,21.3,2.4,18.5,2.6,12.6,3.2,3.3,2.4,6.5,7.6,0.0,0.9,13.5,4.1,0.0,1.1,0.0,0.8,6.2,3.5,1.3,0.6,0.1423,0.2301,0.3515,0.2552,0.9791,0.1883,0.8075,0.3849,0.4393,0.1339,1.7657,0.3054,0.1757,0.0,0.1757,0.0544,0.6485,0.0,0.0,0.4393,0.6485,1.7364,0.2971,4.6569,0.1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,131.0,4.6,1.7,5697.0
134,44,RHODE ISLAND,RI,44007,Providence,44007012702,"Census Tract 127.02, Providence County, Rhode Island",2.1969084,4745.0,239.0,1942.0,73.0,1848.0,103.0,219.0,100.0,270.0,93.0,33840.0,2984.0,270.0,97.0,981.0,120.0,961.0,90.0,620.0,165.0,102.0,51.5,311.0,363.6,43.0,51.3,245.0,95.7,0.0,12.0,0.0,17.0,123.0,62.0,43.0,19.0,4.7,2.1,11.3,3.7,33840.0,2984.0,7.8,2.7,20.7,2.2,20.3,1.6,13.2,3.2,5.5,2.8,6.6,7.7,1.0,1.1,12.6,4.9,0.0,1.8,0.0,0.9,6.7,3.3,0.9,0.4,0.1757,0.8326,0.4268,0.3389,1.7741,0.4644,0.7824,0.5649,0.5021,0.3096,2.159,0.6067,0.1841,0.3808,0.5649,0.2678,0.6192,0.0,0.0,0.4728,0.6025,1.6946,0.2636,6.1925,0.3933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,68.0,2.2,1.4,3757.0
135,44,RHODE ISLAND,RI,44007,Providence,44007012801,"Census Tract 128.01, Providence County, Rhode Island",4.2931766,5515.0,415.0,2107.0,143.0,1938.0,155.0,207.0,131.0,162.0,114.0,38474.0,6535.0,346.0,123.0,1245.0,347.0,1005.0,312.0,947.0,274.0,108.0,104.4,397.0,629.2,0.0,68.0,392.0,139.8,0.0,17.0,18.0,33.6,167.0,88.0,271.0,117.0,3.9,2.5,5.3,3.8,38474.0,6535.0,8.4,2.9,22.6,6.6,18.2,5.5,18.0,5.3,5.6,5.4,7.2,11.4,0.0,1.3,18.6,6.5,0.0,1.6,0.9,1.7,8.6,4.4,4.9,2.1,0.1255,0.2803,0.2636,0.3849,1.0544,0.2134,0.8787,0.364,0.8828,0.3138,2.4393,0.7824,0.2385,0.0,0.2385,0.0879,0.7908,0.0,0.5021,0.5397,0.8828,2.7155,0.7531,6.4477,0.4644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,89.0,2.8,1.7,3752.0
136,44,RHODE ISLAND,RI,44007,Providence,44007012802,"Census Tract 128.02, Providence County, Rhode Island",2.0497742,2240.0,239.0,986.0,64.0,926.0,75.0,108.0,56.0,82.0,38.0,32865.0,2726.0,133.0,48.0,503.0,60.0,442.0,104.0,296.0,71.0,58.0,30.1,119.0,327.6,55.0,61.8,92.0,39.8,0.0,12.0,3.0,13.0,62.0,43.0,13.0,8.0,4.8,2.4,6.5,2.8,32865.0,2726.0,8.0,2.9,22.5,2.7,19.7,4.1,13.3,3.0,6.3,3.2,5.3,14.6,2.6,2.9,9.3,4.0,0.0,3.5,0.3,1.4,6.7,4.7,0.6,0.4,0.1883,0.4268,0.4477,0.3515,1.4142,0.3556,0.8661,0.5146,0.5063,0.3975,2.2845,0.6862,0.1172,0.6109,0.728,0.3849,0.5356,0.0,0.3138,0.4728,0.5397,1.8619,0.3598,6.2887,0.4184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,42.0,4.2,1.9,1634.0
137,44,RHODE ISLAND,RI,44007,Providence,44007012803,"Census Tract 128.03, Providence County, Rhode Island",17.4567332,4472.0,396.0,1799.0,133.0,1619.0,134.0,70.0,51.0,200.0,106.0,43051.0,4358.0,273.0,87.0,856.0,153.0,806.0,144.0,425.0,105.0,92.0,61.8,141.0,560.0,5.0,47.2,67.0,37.0,0.0,12.0,15.0,16.3,16.0,20.0,58.0,29.0,1.6,1.1,7.3,3.4,43051.0,4358.0,8.0,2.5,19.1,3.7,18.0,2.8,9.6,2.4,5.7,3.8,3.2,12.5,0.1,1.1,3.7,2.0,0.0,1.9,0.9,1.0,1.0,1.2,1.3,0.6,0.0084,0.5105,0.1799,0.3515,1.0502,0.2092,0.7071,0.3473,0.1506,0.3347,1.5397,0.1925,0.0293,0.113,0.1423,0.0293,0.3305,0.0,0.4979,0.0502,0.636,1.5146,0.2134,4.2469,0.0837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,344.0,7.2,7.5,4808.0
138,44,RHODE ISLAND,RI,44007,Providence,44007012900,"Census Tract 129, Providence County, Rhode Island",3.2545101,5312.0,320.0,2213.0,106.0,2039.0,112.0,939.0,430.0,212.0,136.0,27296.0,4172.0,419.0,153.0,772.0,128.0,1299.0,218.0,549.0,162.0,402.0,121.8,174.0,458.2,0.0,68.0,243.0,73.0,15.0,24.0,56.0,73.0,103.0,55.0,93.0,42.0,18.0,8.2,7.9,4.7,27296.0,4172.0,11.4,4.1,14.5,2.6,24.5,3.8,10.5,3.1,19.7,5.9,3.3,8.6,0.0,1.4,11.0,3.3,0.7,1.1,2.7,3.6,5.1,2.7,1.8,0.8,0.7113,0.5732,0.6485,0.5858,2.5188,0.6778,0.3724,0.8033,0.1883,0.8619,2.2259,0.6569,0.0418,0.0,0.0418,0.0084,0.5732,0.7824,0.7573,0.3515,0.6862,3.1506,0.8745,7.9372,0.6695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,234.0,11.5,4.4,3571.0
139,44,RHODE ISLAND,RI,44007,Providence,44007013001,"Census Tract 130.01, Providence County, Rhode Island",27.6767705,3427.0,274.0,1300.0,65.0,1165.0,87.0,203.0,108.0,76.0,50.0,32246.0,2720.0,241.0,100.0,559.0,82.0,604.0,110.0,387.0,112.0,97.0,53.1,229.0,392.5,43.0,61.0,0.0,17.0,10.0,16.0,8.0,18.4,8.0,13.0,181.0,116.0,6.2,3.3,4.0,2.6,32246.0,2720.0,9.2,3.6,16.3,2.2,17.6,2.9,11.8,3.3,8.3,4.5,6.7,11.4,1.3,1.9,0.0,1.3,0.8,1.2,0.7,1.6,0.7,1.1,5.3,3.4,0.2887,0.1297,0.4603,0.4393,1.318,0.3264,0.5314,0.3096,0.364,0.5523,1.7573,0.2971,0.1967,0.4561,0.6527,0.3264,0.0,0.7908,0.431,0.0335,0.8954,2.1506,0.4979,5.8787,0.3264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,77.0,3.2,2.3,1016.0
140,44,RHODE ISLAND,RI,44007,Providence,44007013002,"Census Tract 130.02, Providence County, Rhode Island",24.0867968,7475.0,354.0,2952.0,157.0,2733.0,177.0,687.0,424.0,366.0,155.0,35388.0,4640.0,772.0,333.0,1142.0,159.0,1496.0,229.0,880.0,345.0,323.0,169.0,313.0,482.6,26.0,68.7,0.0,24.0,205.0,82.0,34.0,56.6,114.0,74.0,202.0,134.0,9.5,5.7,8.8,3.6,35388.0,4640.0,13.9,5.8,15.3,2.2,20.0,2.9,12.1,4.6,11.8,6.1,4.2,6.5,0.4,1.0,0.0,0.8,6.9,2.7,1.2,2.1,4.2,2.7,2.7,1.8,0.4519,0.6569,0.3473,0.6527,2.1088,0.5565,0.431,0.5439,0.3808,0.728,2.0837,0.5481,0.0753,0.2218,0.2971,0.1213,0.0,0.9665,0.5649,0.2929,0.7824,2.6067,0.7029,7.0962,0.5649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,358.0,160.0,4.9,2.2,5478.0
141,44,RHODE ISLAND,RI,44007,Providence,44007013101,"Census Tract 131.01, Providence County, Rhode Island",31.2008961,4874.0,273.0,1922.0,109.0,1717.0,112.0,239.0,168.0,131.0,66.0,32035.0,3177.0,262.0,93.0,715.0,171.0,1001.0,124.0,681.0,155.0,44.0,36.9,277.0,405.6,0.0,48.0,34.0,42.7,0.0,12.0,10.0,19.2,57.0,48.0,0.0,12.0,4.9,3.6,4.9,2.4,32035.0,3177.0,7.5,2.7,14.7,3.7,20.5,2.3,14.0,3.2,2.6,2.1,5.7,8.3,0.0,1.1,1.8,2.2,0.0,1.8,0.6,1.1,3.3,2.8,0.0,0.2,0.2008,0.2385,0.4686,0.3264,1.2343,0.2845,0.3766,0.5858,0.6067,0.0837,1.6527,0.2427,0.1381,0.0,0.1381,0.0251,0.2134,0.0,0.3849,0.2218,0.0,0.8201,0.0502,3.8452,0.0377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,127.0,7.3,2.5,3020.0
142,44,RHODE ISLAND,RI,44007,Providence,44007013102,"Census Tract 131.02, Providence County, Rhode Island",22.9802578,5060.0,271.0,2095.0,110.0,1852.0,113.0,135.0,79.0,157.0,71.0,38429.0,2522.0,176.0,62.0,812.0,98.0,909.0,94.0,610.0,172.0,87.0,40.7,208.0,414.0,21.0,67.8,0.0,24.0,98.0,55.0,0.0,24.0,51.0,32.0,9.0,5.0,2.7,1.6,5.1,2.2,38429.0,2522.0,4.7,1.7,16.0,1.8,18.0,1.6,12.1,3.4,4.7,2.2,4.1,8.2,0.4,1.4,0.0,1.1,4.7,2.6,0.0,1.3,2.8,1.7,0.2,0.1,0.0544,0.2636,0.2678,0.1506,0.7364,0.0879,0.4979,0.3431,0.3808,0.2427,1.4644,0.1423,0.0711,0.2343,0.3054,0.1297,0.0,0.9372,0.0,0.1548,0.2762,1.3682,0.1715,3.8745,0.0418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,204.0,129.0,4.0,2.5,2754.0
143,44,RHODE ISLAND,RI,44007,Providence,44007013201,"Census Tract 132.01, Providence County, Rhode Island",13.7320589,4722.0,204.0,1989.0,80.0,1861.0,108.0,182.0,128.0,64.0,40.0,41709.0,5956.0,204.0,74.0,917.0,137.0,914.0,93.0,582.0,136.0,92.0,54.1,83.0,300.0,0.0,48.0,54.0,46.6,0.0,12.0,0.0,17.0,64.0,42.0,5.0,4.0,3.9,2.7,2.4,1.5,41709.0,5956.0,6.0,2.1,19.4,2.8,19.4,1.8,12.3,2.9,4.9,2.9,1.8,6.4,0.0,1.1,2.7,2.3,0.0,1.7,0.0,0.9,3.4,2.3,0.1,0.1,0.1255,0.046,0.2008,0.2301,0.6025,0.046,0.7238,0.4812,0.4017,0.2552,1.8619,0.3849,0.0084,0.0,0.0084,0.0,0.2636,0.0,0.0,0.2259,0.2008,0.6904,0.0335,3.1632,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,87.0,2.4,1.8,2683.0
144,44,RHODE ISLAND,RI,44007,Providence,44007013202,"Census Tract 132.02, Providence County, Rhode Island",34.4341941,5759.0,203.0,2479.0,97.0,2315.0,125.0,516.0,404.0,113.0,82.0,46952.0,6669.0,255.0,139.0,1036.0,153.0,1074.0,84.0,635.0,184.0,112.0,89.6,148.0,319.7,23.0,76.5,150.0,94.4,32.0,36.0,20.0,35.4,121.0,98.0,0.0,17.0,9.0,7.0,3.2,2.3,46952.0,6669.0,5.8,3.2,18.0,2.7,18.6,1.3,11.0,3.2,4.8,3.9,2.6,5.6,0.4,1.4,6.1,3.8,1.3,1.4,0.9,1.5,5.2,4.2,0.0,0.3,0.431,0.0753,0.0962,0.2134,0.8159,0.1213,0.6192,0.4017,0.2803,0.251,1.5523,0.1967,0.0209,0.2301,0.251,0.0962,0.4059,0.8201,0.4812,0.364,0.0,2.0711,0.4603,4.6904,0.1381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,84.0,1.6,1.5,2967.0
145,44,RHODE ISLAND,RI,44007,Providence,44007013300,"Census Tract 133, Providence County, Rhode Island",50.7981405,4677.0,15.0,1846.0,118.0,1717.0,115.0,222.0,124.0,143.0,77.0,37194.0,3618.0,267.0,91.0,852.0,133.0,773.0,132.0,623.0,176.0,96.0,57.0,222.0,180.6,18.0,49.4,13.0,25.1,25.0,20.0,4.0,15.6,32.0,30.0,26.0,10.0,4.8,2.7,5.4,2.9,37194.0,3618.0,7.6,2.6,18.2,2.8,16.5,2.8,13.4,3.8,5.6,3.3,4.7,3.9,0.4,1.1,0.7,1.4,1.4,1.1,0.2,0.9,1.9,1.7,0.6,0.2,0.1883,0.2971,0.3054,0.3305,1.1213,0.2301,0.6527,0.2301,0.5146,0.3264,1.7238,0.272,0.0879,0.2259,0.3138,0.1423,0.1548,0.841,0.2971,0.0962,0.5314,1.9205,0.3933,5.0795,0.1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,196.0,7.6,4.2,1567.0
146,44,RHODE ISLAND,RI,44007,Providence,44007013400,"Census Tract 134, Providence County, Rhode Island",0.7060161,3940.0,318.0,1856.0,76.0,1695.0,95.0,426.0,195.0,217.0,101.0,40267.0,5164.0,159.0,108.0,811.0,128.0,733.0,160.0,419.0,100.0,119.0,64.4,573.0,425.7,66.0,101.4,263.0,89.3,0.0,12.0,17.0,31.4,147.0,59.0,48.0,90.0,10.9,4.7,9.3,4.4,40267.0,5164.0,5.5,3.6,20.6,3.2,18.6,3.8,10.8,2.5,7.0,3.8,14.5,10.7,1.8,2.7,14.2,4.8,0.0,1.9,1.0,1.9,8.7,3.4,1.2,2.3,0.5314,0.7071,0.2301,0.1967,1.6653,0.4351,0.7782,0.3933,0.2385,0.4686,1.8787,0.3933,0.5021,0.5397,1.0418,0.5356,0.6695,0.0,0.5188,0.5565,0.6318,2.3766,0.5983,6.9623,0.5356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,84.0,5.1,2.2,2132.0
147,44,RHODE ISLAND,RI,44007,Providence,44007013600,"Census Tract 136, Providence County, Rhode Island",0.7453603,2626.0,277.0,1228.0,36.0,1133.0,76.0,407.0,263.0,96.0,61.0,34786.0,4729.0,183.0,89.0,408.0,52.0,548.0,151.0,417.0,120.0,77.0,65.5,828.0,375.8,87.0,85.2,22.0,34.2,0.0,12.0,30.0,35.8,103.0,73.0,11.0,11.0,15.6,9.7,6.4,3.9,34786.0,4729.0,9.4,4.6,15.5,2.4,20.9,5.3,15.9,4.8,6.8,5.8,31.5,13.9,3.5,3.4,1.8,2.8,0.0,2.8,2.6,3.2,9.1,6.4,0.4,0.4,0.6527,0.4226,0.3724,0.4603,1.9079,0.5146,0.4561,0.636,0.7573,0.4603,2.3096,0.7071,0.7113,0.6611,1.3724,0.6987,0.2176,0.0,0.7322,0.5774,0.4686,1.9958,0.4142,7.5858,0.6318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,133.0,7.5,4.8,3245.0
